restaurant,review_id,date,stay_date,user,badge,rating,title,review
Kampachi Plaza33,870375316,2022-12-02 00:00:00,December 2022,793edwint,1 review,5,Excellent Lunch,Perfect service. Celebrated Japan victory in World Cup with complimentary Sake from Outlet Manager Jenny
Kampachi Plaza33,870285135,2022-12-01 00:00:00,December 2022,vanguard777,1 review,5,Nice place,"This is my first time to Kampachi. Cozy environment, friendly staffs, good service and above all, good food!"
Kampachi Plaza33,870284867,2022-12-01 00:00:00,December 2022,SKH114,1 review,5,Mr,"Warm environment with variety of food choices. Shahsimi is fresh, grill food is tasty. Overall serivce is good"
Kampachi Plaza33,870202258,2022-11-30 00:00:00,November 2022,elizabethshobam,2 reviews,4,Commendable service,"We recently hosted a dinner for the family and had fairly good service from the staff. Christy and Jenny ensured that all of us had a pleasant dining experience. Their set meals were priced reasonably and quite delicious too. However, their beef tenderloin was a..."
Kampachi Plaza33,870178483,2022-11-30 00:00:00,November 2022,AshlyT17,1 review,5,Group Dinner Event,Have held 2 corporate dinner events at Kampachi Plaza33 so far. Would recommend this venue as food and service is fantastic.
Kampachi Plaza33,870176348,2022-11-30 00:00:00,November 2022,kohilanv,14 reviews,5,Excellent service and tasty food,Its been my couple of many rounds i have step in to this place. Its been awesome day every time step in here. The hospitality and the service provided is the best in town. Special credit to Ms. JENNY ONG the manager for her best...
Kampachi Plaza33,869977779,2022-11-28 00:00:00,November 2022,karenlee913,1 review,4,Dinner,"Overall very good, service is good, friendly, food is good, although it was pricey, the experience was worth it"
Kampachi Plaza33,869815610,2022-11-27 00:00:00,November 2022,ylhew,1 review,5,Great dining experience,"Great food, great service, great ambience...A satisfying dining experience for my family. Special thanks to Chyler and Christy for their attentiveness and adding a personal touch in free family group photo as a birthday gift to my daughter."
Kampachi Plaza33,869805001,2022-11-27 00:00:00,November 2022,AFAK25,"1,099 reviews",5,Wonderful anniversary omakase lunch,"For plebs, Japanese food is all about teppanyaki, sashimi and sushi. To the masses, sashimi is a piece of raw fish dunked in soy sauce mixed with greenish paste masquerading as wasabi. While sushi is a piece of raw fish slapped on a ball of..."
Kampachi Plaza33,869076351,2022-11-20 00:00:00,November 2022,Melvinchua,1 review,5,Birthday celebration buffet,"It was an amazing outing for my family. It was an early birthday celebration for my dad and the team, JR and Kyler, were very very accommodating. Their services were quick and the food was great. Would come back again next time and would definitely..."
Kampachi Plaza33,869058996,2022-11-20 00:00:00,November 2022,LSLim999,1 review,5,Branch buffet,"Good from ocha ,and
 Many food is good servis prefer.
 
 Staff Christy is very nice.
 Beef  not good.
Pudding is good.
Fry rice yummy."
Kampachi Plaza33,868981865,2022-11-19 00:00:00,November 2022,tsyap81,1 review,5,"Great Food, Great Service","Ordered a special lunch for my sister who was celebrating her birthday, a super friendly staff named Christy helped got everything arranged and sorted out to perfection, and even included a nice hand written card wishing my sister. Not your averagely price japanese cuisine, but..."
Kampachi Plaza33,868879921,2022-11-18 00:00:00,November 2022,DeborahChooi,1 review,4,Ms Deborah,"Came here for lunch. The sashimi was fresh & excellent in taste. The chef recommended a special soy sauce to go with the sashimi 

We ordered the grill lamb rack. Marinated well and grilled to perfection, tender and juicy.

The hot soba noodles was light,..."
Kampachi Plaza33,868219578,2022-11-13 00:00:00,November 2022,irelse11,1 review,5,Kampachi Paza33 - Excellent Service and Food Quality is superb!,"Kampachi has been one of our bucket list. Finally we tried to celebrate our anniversary in Plaza33. 
Their service is excellent, staff are friendly and warm, especially Chyler. 
The food quality is never compromise, fresh and thickness sashimi, always keep the cooked food warm. They..."
Kampachi Plaza33,868218927,2022-11-13 00:00:00,November 2022,Adam S,9 reviews,5,Great buffet lunch,"Had a great bday party here for our group of 10. Buffet lunch sunday had a good spread, we had many rounds of the teppanyaki beef n sashimi n garlic fried rice n crayfish n abekawa mochi. 

Exceptional service especially Chyler n JR. Kindly took..."
Kampachi Plaza33,867689954,2022-11-08 00:00:00,November 2022,hks1129,1 review,5,Great environment with nice food,"Relaxing environment, very comfortable to having dinner. Thanks Christy for the great serving and wonderful smiles."
Kampachi Plaza33,867392467,2022-11-06 00:00:00,November 2022,Darren1491,2 reviews,5,Taking Lunch,"All Service and Food are great
Special promote Mr Edward very great service since begin until finish.

Thanks"
Kampachi Plaza33,867392396,2022-11-06 00:00:00,November 2022,tjocelyn29,1 review,5,Love it!,"I’ve been here two years ago and now the food quality still maintain as good as before the pandemic situation! Excellent staff, good service and of course delicious food!"
Kampachi Plaza33,867309300,2022-11-05 00:00:00,November 2022,Jovinnzw,1 review,5,"Friendly staff, quality food","Jenny is the most friendly restaurant manager I've ever met. Got a free desseet from her too perhaps I was here without company. Quality food with nice ambient n friendly staffs, what more could i ask for?"
Kampachi Plaza33,867079583,2022-11-03 00:00:00,November 2022,Shinjin94,1 review,4,Plaza 33,"Serve is Very Nice Good，Food good of Eat
服务很不错，东西食物又好吃，刺身生鱼很新鲜，海鲜炒饭很好吃，住在PJ的各位朋友如果喜欢吃日餐的话值得来这边吃，Nice GOOD"
Kampachi Plaza33,866947931,2022-11-02 00:00:00,November 2022,jonathanhK656EG,1 review,5,"Good Food, good environment , good service","JR give very good service. From the start of the booking, all was smooth. Will definitely come again"
Kampachi Plaza33,866522594,2022-10-30 00:00:00,October 2022,elijah_wong92,1 review,5,Food,"Service was excellent. Price was on a higher side. Generally, the food taste good. Only the prawn was a little mushy. The ambience is really nice too."
Kampachi Plaza33,866419712,2022-10-29 00:00:00,October 2022,Kahwai777,1 review,5,Best service,"High quality food.

Very presentable ambience and suitable for business lunch or dinner. 

Most importantly the service from Jenny is superb!"
Kampachi Plaza33,866401050,2022-10-29 00:00:00,October 2022,Serennacwp,1 review,5,Excellent food and service,"The food here is superb. Friendly and helpful service from JR, Christy and Katherina. So thoughtful of them offered coloring set and ice cream to my boys. My son keep reminding me to rate this restaurant 10/10. Well done Kampachi Jaya33 team!"
Kampachi Plaza33,866397547,2022-10-29 00:00:00,October 2022,Raknuu,1 review,5,Good Time,"Staff was friendly and helpful. 
Overall had a good time 👍.
Food was very delicious and scrumptious.
Thanks for the service JR,Jenny,Christie and the whole team ."
Kampachi Plaza33,866351816,2022-10-29 00:00:00,October 2022,Bosek1994,2 reviews,5,Bday celebration,"Great food
Great ambiance
Great service
Esp Jenny and team!
We just live everything
A definite come back"
Kampachi Plaza33,866299756,2022-10-28 00:00:00,October 2022,vinsento,1 review,5,Boss Birthday Celebration,"Such a good ambient to hang out for special occasion.
Food and drink above expectations.
Nice and friendly staff.

Will go and try their Omakase next round."
Kampachi Plaza33,866272283,2022-10-28 00:00:00,October 2022,Sjekdn,1 review,5,Kampachi,"The food was well worth the price as it was fresh delicious, the waiters were friendly and I would love to come back here any day."
Kampachi Plaza33,866271974,2022-10-28 00:00:00,October 2022,IanTWS,1 review,5,Dinner together,The food was great and the sashimi was so fresh. Staff was also very friendly. The complimentary mocktails and cocktails were amazing as well.
Kampachi Plaza33,866022323,2022-10-26 00:00:00,October 2022,Porscheham,9 reviews,5,Amazing Anniversary Dinner Celebration,Food is great. Ambient is nice. Service is amazing. Had our anniversary celebration here. Very happy with the visit.
Kampachi Plaza33,865869137,2022-10-25 00:00:00,October 2022,FSRozalli,1 review,5,Birthday Lunch,"The food & the motchi are very Yummy. JR, Edward, Christy, Jenny, Nathan were great hosts with excellent service!"
Kampachi Plaza33,865863913,2022-10-25 00:00:00,October 2022,Jamien O,84 reviews,5,Anniversary Lunch,"Food is good and friendly staff. Unfortunately today no tempura and noddles and we are been told the staff in charge might out of action.
But overall are good."
Kampachi Plaza33,865728404,2022-10-24 00:00:00,September 2022,juancY3682WQ,1 review,5,Second Visit,Was there with 2 friends. We ordered a set course + some ala carte. Food was really fresh thus yummy. The best part was the manager gave us 2 free macha ice cream as there were 3 of us. Suppose there's only 1 macha ice...
Kampachi Plaza33,865652117,2022-10-23 00:00:00,October 2022,Tracyyee23,1 review,5,Birthday celebration,"Nice ambience, many service staff are responsive to attend customers. Kudos to Chyler, Christy, Nathan and Evelyn.
Food: 4/5
Service: 5/5
Price: 3.5/5

P/S: Superb hospitality with little souvenirs!"
Kampachi Plaza33,865497817,2022-10-22 00:00:00,October 2022,22TinnyZ,3 reviews,5,One of my favourite Japanese restaurants.,The waitstaff are very professional and polite. The food is served fast and at the temperature they should be.
Kampachi Plaza33,865464209,2022-10-22 00:00:00,October 2022,gregleerocks,1 review,5,"Inviting, Pleasant and Wonderful","It was our first visit to Kampachi Plaza 33. The booking process was swift and smooth, and the dining experience was peaceful, pleasant and wonderful. Specially thanks to Ms. Chyler and JR for given us tip top service!"
Kampachi Plaza33,864323833,2022-10-13 00:00:00,October 2022,elizabethshobam,2 reviews,4,Excellent food and service,"We will definitely dine in Kampachi Plaza 33 in the near future as the food was excellent. Jenny and her assistant, Chyler provided top notch service. We also found the environment very pleasant for dining. Kudos to a great professional team!"
Kampachi Plaza33,864187748,2022-10-12 00:00:00,October 2022,quraisharosli,3 reviews,5,Tiptop,"Great service, good food. I always feel welcomed here. Thank you so much. Their Daifukus ( strawberry) are really nice and fresh"
